"year";"topic";"mean";"std";"se"
1999;"reflect, experi, action, process, person";0,1065;0,0809987004444158;0,0181118600282856
1999;"represent, visual, imag, metaphor, map";0,143076923076923;0,0646695743464718;0,0126827469818615
1999;"right, citizenship, particip, educ, democrat";0,0907692307692308;0,0579455978284141;0,0160712172429048
1999;"school, educ, risk, success, rate";0,101739130434783;0,05613718374847;0,0117054119761266
1999;"school, educ, secondari, transit, upper";0,135;0,0669477408132642;0,0131295321845302
1999;"school, primari, educ, teacher, secondari";0,119117647058824;0,0695164095325406;0,0119219658790179
1999;"school, teacher, student, improv, develop";0,0980645161290323;0,0553425306516131;0,00993981193260901
1999;"social, capit, cultur, class, bourdieu";0,075;0,0259272486435067;0,00819891591749923
1999;"social, educ, justic, equal, inequ";0,123529411764706;0,076480485784822;0,0185492424229042
1999;"space, practic, materi, place, relat";0,0836363636363636;0,0297565882697352;0,00897194893925478
1999;"special, need, educ, children, support";0,146666666666667;0,119656370740649;0,0282032770542947
1999;"strong, question, framework, theoret, object";0,05;0;0
1999;"student, achiev, pisa, perform, grade";0,140714285714286;0,0733237589487448;0,0195965988783288
1999;"student, cours, univers, year, colleg";0,148571428571429;0,0726046043404175;0,0122724180542369
1999;"student, learn, experi, engag, academ";0,0966666666666667;0,0375689841681748;0,00626149736136247
1999;"student, school, achiev, educ, background";0,122;0,0783034390779139;0,0202178610333018
1999;"sup, educ, histori, centuri, histor";0,0996;0,054884727687521;0,0109769455375042
1999;"sustain, develop, environment, educ, esd";0,0971428571428571;0,0468025233344976;0,0176896910676254
1999;"swedish, school, sweden, educ, relat";0,099375;0,0511818652779804;0,0127954663194951
1999;"teacher, profession, develop, teach, profess";0,123829787234043;0,0799878575428894;0,0116674281604284
1999;"teacher, servic, pre, educ, teach";0,108461538461538;0,0648501230649446;0,0127181554987325
1999;"teacher, teach, student, educ, practic";0,116307692307692;0,0577864936308983;0,00716753240034945
1999;"technologi, ict, comput, learn, integr";0,155555555555556;0,0787563591246072;0,0151566683803289
1999;"train, programm, intervent, develop, support";0,121538461538462;0,0686922374201145;0,0109995611588237
1999;"univers, academ, higher, teach, institut";0,107727272727273;0,0428654393124098;0,00913894236830371
1999;"urban, rural, school, local, area";0,115625;0,0630310769911689;0,0157577692477922
1999;"valu, ethic, moral, respons, person";0,123913043478261;0,0829972141063007;0,0173061154677449
1999;"vocat, train, vet, qualif, workplac";0,15;0,081566299563544;0,0115352167075351
1999;"world, possibl, mean, becom, subject";0,143;0,10157185685643;0,0227121576531856
1999;"write, text, textbook, written, book";0,111666666666667;0,0577265358494382;0,0136062749845154
1999;"young, peopl, youth, adult, social";0,123870967741935;0,0647393450360669;0,0116275296182184
2000;"align, chines, left, china, dutch";0,0825;0,0394314431599633;0,00697056021259549
2000;"art, creativ, artist, educ, museum";0,101176470588235;0,0492293551833122;0,0119398724295203
2000;"attitud, toward, factor, percept, behavior";0,117755102040816;0,0816053844762109;0,0116579120680301
2000;"career, employ, job, graduat, market";0,133404255319149;0,077635620347338;0,0113243191018982
2000;"children, earli, children', child, childhood";0,106808510638298;0,0532061774355083;0,00776091861926589
2000;"classroom, teacher, teach, student, instruct";0,1175;0,0547606502295154;0,00706956954554675
2000;"commun, network, partnership, collabor, social";0,115961538461538;0,0614612779543576;0,00852314573538388
2000;"compet, develop, skill, knowledg, learn";0,108378378378378;0,0625616812750742;0,0102850770457427
2000;"concept, relat, understand, term, conceptu";0,124594594594595;0,0597526680596302;0,00694610657057524
2000;"confer, doctor, ecer, network, meet";0,106060606060606;0,0526153134754628;0,0091591504371828
2000;"countri, compar, european, nation, symposium";0,130515463917526;0,0671343667273051;0,00681646218052433
2000;"cultur, divers, intercultur, ethnic, multicultur";0,116;0,0655384934038543;0,0110780273097529
2000;"curriculum, school, curricula, reform, subject";0,112769230769231;0,0646506886155247;0,00801893100343617
2000;"didact, music, teach, game, learn";0,110526315789474;0,0561222558557582;0,0128753285136202
